accession,species,strain,assembly_level,n_protein,dltA,dltE,dltE_len,dltE_score,dltE_s90,dltE_s110,dltE_s130,mprF_long,mprF_short,localization
GCF_003268715.1,Lacticaseibacillus paracasei,LC355,Complete Genome,2817,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_025190625.1,Latilactobacillus curvatus,CIRM-BIA 1458,Scaffold,1770,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_029537335.1,Limosilactobacillus fermentum,CYLB55,Complete Genome,1836,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_980652735.1,Latilactobacillus curvatus,-,Contig,1894,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_023734315.1,Latilactobacillus sakei,TMW 1.114,Complete Genome,1855,1,1,383,175.0,1,1,1,1,1,B_SP
GCF_057536295.1,Lactococcus garvieae,LC2313,Contig,1840,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_964065285.1,Levilactobacillus brevis,-,Complete Genome,2313,1,1,392,271.4,1,1,1,1,1,B_SP
GCF_021228055.1,Limosilactobacillus reuteri,VHProbi M07,Complete Genome,1899,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_050822395.1,Lactococcus lactis,A32,Complete Genome,2257,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_965638075.1,Pediococcus acidilactici,9MM1,Complete Genome,1918,1,1,382,174.0,1,1,1,0,1,B_SP
GCF_023734335.1,Latilactobacillus sakei,TMW 1.417,Complete Genome,1853,1,1,383,175.0,1,1,1,1,1,B_SP
GCF_036784755.1,Limosilactobacillus fermentum,GBJ,Complete Genome,1865,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_034702085.1,Pediococcus acidilactici,P72N,Complete Genome,1789,1,1,379,173.8,1,1,1,0,1,B_SP
GCF_003722275.1,Lactococcus lactis,IL1403,Complete Genome,2242,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_003671995.1,Bifidobacterium animalis subsp. animalis,CNCM I-4602,Complete Genome,1502,0,0,,,0,0,0,0,0,E_no_dlt
GCF_965286105.1,Levilactobacillus brevis,VUB-H025 M21,Complete Genome,2275,1,1,392,270.1,1,1,1,1,1,B_SP
GCF_053470885.1,Ligilactobacillus salivarius,LMG9476,Contig,1901,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_052466185.1,Pediococcus pentosaceus,L1,Complete Genome,1677,1,1,374,158.5,1,1,1,0,1,B_SP
GCF_051158495.1,Limosilactobacillus mucosae,BE090929-5-25,Contig,1743,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_054962335.1,Leuconostoc mesenteroides,XS806,Complete Genome,1946,1,1,380,134.3,1,1,1,1,1,A_TM
GCF_900114225.1,Limosilactobacillus mucosae,KHPX11,Scaffold,1753,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_060346155.1,Bifidobacterium longum,201,Complete Genome,1763,0,0,,,0,0,0,0,0,E_no_dlt
GCF_000025245.2,Bifidobacterium animalis subsp. lactis BB-12,BB-12,Complete Genome,1537,0,0,,,0,0,0,0,0,E_no_dlt
GCF_016743895.1,Enterococcus faecalis,T90-1,Complete Genome,2841,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_057004665.1,Ligilactobacillus salivarius,BBS2,Chromosome,1931,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_044988585.1,Lactococcus garvieae,Sashimi-1088,Contig,1973,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_051158015.1,Limosilactobacillus mucosae,BE090929-5-43,Contig,1738,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_041734185.1,Lacticaseibacillus paracasei,MGL98,Complete Genome,2789,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_024158625.1,Leuconostoc citreum,R-80370,Contig,1880,1,1,378,155.0,1,1,1,1,1,A_TM
GCF_980645565.1,Latilactobacillus curvatus,-,Contig,1894,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_002079585.1,Ligilactobacillus salivarius,DSM 20554,Scaffold,1906,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_055534655.1,Latilactobacillus sakei,R238,Complete Genome,1845,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_016406525.1,Enterococcus faecium,Dallas 71_2,Complete Genome,2853,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_044988905.1,Lactococcus garvieae,Fecal-364,Contig,1905,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_052943215.1,Leuconostoc citreum,TMW 2.2587,Contig,1934,1,1,378,151.6,1,1,1,1,1,A_TM
GCF_980648305.1,Latilactobacillus curvatus,-,Contig,1894,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_047650305.1,Pediococcus pentosaceus,K6,Complete Genome,1694,1,1,374,158.5,1,1,1,0,1,B_SP
GCF_003957355.1,Pediococcus acidilactici,PB22,Complete Genome,1801,1,1,379,173.8,1,1,1,0,1,B_SP
GCF_055533515.1,Latilactobacillus sakei,R51,Complete Genome,1881,1,1,383,175.0,1,1,1,1,1,B_SP
GCF_053818865.1,Lactococcus lactis,BIM B-425,Complete Genome,2305,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_014334375.1,Bifidobacterium longum,LC67,Complete Genome,1863,0,0,,,0,0,0,0,0,E_no_dlt
GCF_018798865.1,Levilactobacillus brevis,SPC-SNU 70-2,Complete Genome,2360,1,1,392,270.1,1,1,1,1,1,B_SP
GCF_051131145.1,Lactococcus lactis,DMLL15,Complete Genome,2321,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_006770865.1,Pediococcus pentosaceus,JQI-7,Complete Genome,1666,1,1,367,145.6,1,1,1,0,1,A_TM
GCF_051045955.1,Limosilactobacillus fermentum,HF06,Complete Genome,1916,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_982267245.1,Leuconostoc mesenteroides,-,Complete Genome,1965,1,1,380,134.3,1,1,1,1,1,A_TM
GCF_001411765.2,Pediococcus pentosaceus,wikim20,Complete Genome,1701,1,1,367,148.5,1,1,1,0,1,B_SP
GCF_028201535.1,Bifidobacterium longum,LBUX23,Complete Genome,1803,0,0,,,0,0,0,0,0,E_no_dlt
GCF_965136025.1,Ligilactobacillus salivarius,CIP103140T,Scaffold,1882,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_020882115.1,Enterococcus faecalis,Fac74,Complete Genome,2897,1,1,388,170.9,1,1,1,1,0,A_TM
GCF_023242235.1,Bifidobacterium longum,W13,Complete Genome,1834,0,0,,,0,0,0,0,0,E_no_dlt
GCF_045012815.1,Pediococcus acidilactici,WT 1,Complete Genome,1877,1,1,369,158.4,1,1,1,0,1,B_SP
GCF_980650795.1,Leuconostoc citreum,-,Contig,1839,1,1,378,154.0,1,1,1,1,1,A_TM
GCF_002865565.1,Lacticaseibacillus paracasei,HD1.7,Complete Genome,2679,1,1,401,198.9,1,1,1,1,1,A_TM
GCF_000359625.1,Levilactobacillus brevis KB290,KB290,Complete Genome,2459,1,1,392,271.4,1,1,1,0,1,B_SP
GCF_965286615.1,Levilactobacillus brevis,VUB-H037 M3,Complete Genome,2474,1,1,392,271.4,1,1,1,1,1,B_SP
GCF_058071505.1,Enterococcus faecium,VREN0576,Complete Genome,2926,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_044988785.1,Lactococcus garvieae,Sashimi-1090,Contig,1978,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_051157775.1,Limosilactobacillus mucosae,BE090929-6-22,Contig,1746,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_037201945.1,Leuconostoc mesenteroides,Lm10,Complete Genome,1913,1,1,380,134.3,1,1,1,1,1,A_TM
GCF_040961095.1,Limosilactobacillus reuteri,BG-R33 (DSM 33633),Complete Genome,1909,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_016653595.1,Pediococcus acidilactici,pll,Complete Genome,1819,1,1,379,173.8,1,1,1,0,1,B_SP
GCF_029823545.1,Ligilactobacillus salivarius,LMG 9477,Contig,1885,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_050427045.1,Enterococcus faecalis,Efa-W4,Complete Genome,2832,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_014490015.1,Enterococcus faecium,AML0157,Complete Genome,2952,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_980647945.1,Leuconostoc citreum,-,Contig,1863,1,1,378,154.0,1,1,1,1,1,A_TM
GCF_000092765.1,Bifidobacterium animalis subsp. lactis V9,V9,Complete Genome,1540,0,0,,,0,0,0,0,0,E_no_dlt
GCF_002902825.1,Lacticaseibacillus paracasei,HDS-01,Complete Genome,2709,1,1,401,198.9,1,1,1,1,1,A_TM
GCF_021165875.1,Limosilactobacillus reuteri,VHProbi E18,Complete Genome,1897,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_056619795.1,Enterococcus faecium,E343,Complete Genome,2794,1,1,386,132.7,1,1,1,1,0,A_TM
GCF_041200135.1,Limosilactobacillus fermentum,NS2301G2,Complete Genome,1884,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_055535225.1,Latilactobacillus sakei,R31,Complete Genome,1847,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_980651155.1,Latilactobacillus curvatus,-,Contig,1895,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_040962025.1,Limosilactobacillus reuteri,ATCC PTA 5289,Complete Genome,1909,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_000471945.1,Bifidobacterium animalis subsp. lactis ATCC 27673,ATCC 27673,Complete Genome,1518,0,0,,,0,0,0,0,0,E_no_dlt
GCF_033631205.1,Lactococcus lactis,B26,Complete Genome,2400,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_044988705.1,Lactococcus garvieae,Sashimi-1079,Contig,2014,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_980648455.1,Latilactobacillus curvatus,-,Contig,1900,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_046939935.1,Limosilactobacillus mucosae,383A,Contig,1965,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_060276335.1,Pediococcus pentosaceus,BS12,Complete Genome,1647,1,1,369,148.3,1,1,1,0,1,A_TM
GCF_963237045.1,Limosilactobacillus fermentum,IMDO TC9L10,Complete Genome,1891,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_044988635.1,Lactococcus garvieae,Fecal-733,Contig,1842,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_053470905.1,Ligilactobacillus salivarius,LMG9477,Contig,1884,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_014334075.1,Bifidobacterium longum,BIM B-813D,Complete Genome,1765,0,0,,,0,0,0,0,0,E_no_dlt
GCF_048320275.1,Leuconostoc mesenteroides,RB3.3,Complete Genome,1876,1,1,380,134.7,1,1,1,1,1,A_TM
GCF_052402435.1,Pediococcus acidilactici,FM-Pa-JXM94,Complete Genome,1757,1,1,382,177.4,1,1,1,0,1,B_SP
GCF_964186775.1,Leuconostoc citreum,-,Contig,1927,1,1,378,152.9,1,1,1,1,1,A_TM
GCF_018732245.1,Limosilactobacillus fermentum,9-4,Complete Genome,1910,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_055814335.1,Enterococcus faecalis,1403D011,Complete Genome,2988,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_000022705.1,Bifidobacterium animalis subsp. lactis Bl-04,Bl-04; ATCC SD5219,Complete Genome,1537,0,0,,,0,0,0,0,0,E_no_dlt
GCF_016406345.1,Enterococcus faecium,Dallas 91,Complete Genome,2782,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_965286605.1,Levilactobacillus brevis,VUB-H042 M19,Complete Genome,2334,1,1,392,271.4,1,1,1,1,1,B_SP
GCF_015377585.1,Lacticaseibacillus paracasei,TK-P4A,Complete Genome,2824,1,1,385,190.1,1,1,1,1,1,A_TM
GCF_028402165.1,Limosilactobacillus mucosae,F17,Contig,1927,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_040142685.1,Limosilactobacillus reuteri,LU150,Complete Genome,1896,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_054962235.1,Leuconostoc mesenteroides,XM7,Complete Genome,1889,1,1,380,134.3,1,1,1,1,1,A_TM
GCF_040285135.1,Ligilactobacillus salivarius,NCK1355,Contig,1949,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_980653115.1,Latilactobacillus curvatus,-,Contig,1896,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_014489455.1,Enterococcus faecalis,SF28073,Complete Genome,3040,1,1,388,178.7,1,1,1,1,0,A_TM
GCF_980645945.1,Leuconostoc citreum,-,Contig,1934,1,1,378,152.9,1,1,1,1,1,A_TM
GCF_965638125.1,Latilactobacillus sakei,E-153429,Complete Genome,1928,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_044988685.1,Lactococcus garvieae,Sashimi-1080,Contig,2016,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_041734755.1,Lacticaseibacillus paracasei,YGRT25,Complete Genome,2835,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_907177285.1,Enterococcus faecium,-,Complete Genome,2905,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_024205345.1,Lactococcus lactis,17M1,Complete Genome,2245,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_038396715.1,Pediococcus acidilactici,A1602,Complete Genome,1734,1,1,382,177.4,1,1,1,0,1,B_SP
GCF_055534155.1,Latilactobacillus sakei,L210,Complete Genome,1820,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_042464795.1,Limosilactobacillus reuteri,LDHa,Complete Genome,1819,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_036261395.1,Pediococcus pentosaceus,VHProbi M59,Complete Genome,1734,1,1,374,158.5,1,1,1,0,1,B_SP
GCF_000816205.1,Bifidobacterium animalis subsp. lactis KLDS2.0603,KLDS 2.0603,Complete Genome,1536,0,0,,,0,0,0,0,0,E_no_dlt
GCF_016028815.1,Lactococcus lactis,FDAARGOS_866,Complete Genome,2425,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_023656945.1,Latilactobacillus curvatus,HFS9,Scaffold,1913,1,1,388,201.1,1,1,1,1,1,B_SP
GCF_008086305.1,Bifidobacterium longum,BAMA-B05,Complete Genome,1824,0,0,,,0,0,0,0,0,E_no_dlt
GCF_046939315.1,Limosilactobacillus mucosae,M387A,Contig,1927,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_050106585.1,Pediococcus pentosaceus,SL,Complete Genome,1665,1,1,367,145.6,1,1,1,0,1,A_TM
GCF_011365045.1,Lactococcus garvieae,TILSE2,Contig,2072,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_029223925.1,Limosilactobacillus fermentum,KUFM408,Complete Genome,1902,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_001435955.1,Ligilactobacillus salivarius DSM 20555 = ATCC 11741,DSM 20555,Contig,1890,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_000829295.1,Bifidobacterium longum,105-A,Complete Genome,1775,0,0,,,0,0,0,0,0,E_no_dlt
GCF_020150035.1,Pediococcus acidilactici,MT25,Complete Genome,1687,1,1,379,175.0,1,1,1,0,1,B_SP
GCF_041870135.1,Levilactobacillus brevis,CHEE98,Chromosome,2695,1,1,392,271.5,1,1,1,1,0,B_SP
GCF_980648485.1,Leuconostoc citreum,-,Contig,2006,1,1,378,157.5,1,1,1,1,1,A_TM
GCF_052784075.1,Limosilactobacillus fermentum,SLAM_LAF05,Complete Genome,1902,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_000220885.1,Bifidobacterium animalis subsp. lactis CNCM I-2494,CNCM I-2494,Complete Genome,1536,0,0,,,0,0,0,0,0,E_no_dlt
GCF_059100065.1,Leuconostoc mesenteroides,BZ1505,Complete Genome,1887,1,1,380,133.7,1,1,1,1,1,A_TM
GCF_006228305.1,Levilactobacillus brevis,UCCLB521,Complete Genome,2235,0,1,392,271.4,1,1,1,1,1,E_no_dlt
GCF_055768265.1,Enterococcus faecium,2402H4,Complete Genome,2927,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_004099885.1,Limosilactobacillus mucosae,L24-B,Scaffold,1884,0,0,,,0,0,0,1,1,E_no_dlt
GCF_030517125.1,Enterococcus faecalis,EfsPF36,Complete Genome,2919,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_982267055.1,Leuconostoc mesenteroides,-,Complete Genome,1887,1,1,380,134.3,1,1,1,1,1,A_TM
GCF_015377805.1,Limosilactobacillus reuteri,TK-F8A,Complete Genome,1896,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_054112745.1,Ligilactobacillus salivarius,AF2319,Scaffold,1927,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_046581425.1,Lacticaseibacillus paracasei,BBM398,Complete Genome,2761,1,1,401,198.9,1,1,1,1,1,A_TM
GCF_050469755.1,Enterococcus faecalis,H820,Complete Genome,2851,1,1,388,178.7,1,1,1,1,0,A_TM
GCF_024272925.1,Latilactobacillus curvatus,ELA214060,Contig,1708,1,1,382,199.3,1,1,1,1,1,C_CYTO
GCF_052943075.1,Leuconostoc citreum,TMW 2.2594,Contig,1949,1,1,378,153.1,1,1,1,1,1,A_TM
GCF_031929565.1,Lactococcus garvieae,M29,Scaffold,2004,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_008728475.1,Enterococcus faecium,V2937,Complete Genome,2793,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_056934435.2,Pediococcus acidilactici,ITV26,Complete Genome,1783,1,1,382,177.4,1,1,1,0,1,B_SP
GCF_042464815.1,Limosilactobacillus reuteri,LSHe,Complete Genome,1820,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_982554095.1,Latilactobacillus sakei,-,Complete Genome,1848,1,1,383,176.0,1,1,1,1,1,B_SP
GCF_050596945.1,Lacticaseibacillus paracasei,CYLB 1019,Complete Genome,2832,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_000414215.2,Bifidobacterium animalis subsp. lactis Bl12,Bl12,Complete Genome,1538,0,0,,,0,0,0,0,0,E_no_dlt
GCF_044988865.1,Lactococcus garvieae,CutFruit-1737,Contig,2012,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_003722255.1,Lactococcus lactis,IL6288,Complete Genome,2011,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_055533525.1,Latilactobacillus sakei,PP1,Complete Genome,1847,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_004102605.1,Pediococcus acidilactici,SRCM103367,Complete Genome,1792,1,1,382,173.6,1,1,1,0,1,B_SP
GCF_046939535.1,Limosilactobacillus mucosae,M212A,Contig,2131,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_037482195.1,Pediococcus pentosaceus,SPC L77-1,Complete Genome,1708,1,1,374,158.5,1,1,1,0,1,B_SP
GCF_029542225.1,Lactococcus lactis,EP2,Complete Genome,2195,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_000277325.1,Bifidobacterium animalis subsp. lactis B420,B420,Complete Genome,1536,0,0,,,0,0,0,0,0,E_no_dlt
GCF_001719085.1,Bifidobacterium longum,35624,Complete Genome,1765,0,0,,,0,0,0,0,0,E_no_dlt
GCF_964187045.1,Leuconostoc citreum,-,Contig,1881,1,1,378,154.0,1,1,1,1,1,A_TM
GCF_052059785.1,Pediococcus pentosaceus,5_5_8_1,Complete Genome,1635,1,1,369,149.7,1,1,1,0,1,A_TM
GCF_027676065.1,Limosilactobacillus mucosae,UN03-220,Scaffold,1811,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_030290995.1,Limosilactobacillus fermentum,KUFM407,Complete Genome,1918,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_020091325.1,Enterococcus faecium,HJP554,Complete Genome,2734,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_009931635.1,Bifidobacterium longum,CACC 517,Complete Genome,1774,0,0,,,0,0,0,0,0,E_no_dlt
GCF_040285095.1,Ligilactobacillus salivarius,NCK1352,Contig,1930,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_040556855.1,Levilactobacillus brevis,TCI988,Chromosome,2262,1,1,392,271.4,1,1,1,1,1,B_SP
GCF_045037805.1,Limosilactobacillus reuteri,ZY15,Complete Genome,1971,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_058437045.1,Limosilactobacillus fermentum,KUFM06,Complete Genome,1906,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_030434015.1,Ligilactobacillus salivarius,SRCM217594,Contig,1873,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_045183415.1,Leuconostoc mesenteroides,DMLM17,Complete Genome,1896,1,1,380,134.6,1,1,1,1,1,A_TM
GCF_000014465.1,Levilactobacillus brevis ATCC 367,ATCC 367,Complete Genome,2198,1,1,392,270.1,1,1,1,1,1,B_SP
GCF_023744385.1,Latilactobacillus curvatus,DRD-170,Scaffold,2077,1,1,379,196.2,1,1,1,1,1,C_CYTO
GCF_025188575.1,Leuconostoc citreum,CIRM-BIA 742,Contig,1754,1,1,378,152.9,1,1,1,1,1,A_TM
GCF_042715415.1,Ligilactobacillus salivarius,PG21,Contig,2164,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_045919585.1,Leuconostoc mesenteroides,HY303,Complete Genome,1810,1,1,380,134.6,1,1,1,1,1,A_TM
GCF_023743295.1,Latilactobacillus curvatus,DRD-164,Scaffold,2076,1,1,379,196.2,1,1,1,1,1,C_CYTO
GCF_022648425.1,Enterococcus faecalis,UAMS_EL54,Complete Genome,3091,1,1,388,178.7,1,1,1,1,0,A_TM
GCF_045689675.1,Enterococcus faecium,EfmR138,Complete Genome,2524,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_048320265.1,Leuconostoc mesenteroides,RB3.1,Complete Genome,1874,1,1,380,134.7,1,1,1,1,1,A_TM
GCF_011365245.1,Lactococcus garvieae,TILSE6,Contig,2100,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_057418975.1,Lacticaseibacillus paracasei,LK10,Complete Genome,2832,1,1,385,193.0,1,1,1,1,1,A_TM
GCF_056924875.1,Limosilactobacillus reuteri,MP3,Complete Genome,1976,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_050428045.1,Enterococcus faecalis,DFI-250,Complete Genome,2944,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_059640915.1,Pediococcus acidilactici,SCFF996,Complete Genome,1708,1,1,382,174.1,1,1,1,0,1,B_SP
GCF_055535235.1,Latilactobacillus sakei,M1,Complete Genome,1831,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_029581685.1,Latilactobacillus curvatus,TMW 1.2270,Contig,1876,1,1,382,199.6,1,1,1,1,1,C_CYTO
GCF_003627255.1,Lacticaseibacillus paracasei,ZFM54,Complete Genome,2776,1,1,385,193.0,1,1,1,1,1,A_TM
GCF_000277345.1,Bifidobacterium animalis subsp. lactis Bi-07,Bi-07,Complete Genome,1535,0,0,,,0,0,0,0,0,E_no_dlt
GCF_900088425.1,Lactococcus lactis subsp. lactis,A12,Complete Genome,2525,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_044988775.1,Lactococcus garvieae,Sashimi-1656,Contig,1904,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_964063755.1,Latilactobacillus sakei,-,Complete Genome,1855,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_028401785.1,Limosilactobacillus mucosae,F45,Contig,2031,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_050916405.1,Pediococcus pentosaceus,M1,Complete Genome,1596,1,1,369,149.7,1,1,1,0,1,A_TM
GCF_055764335.1,Limosilactobacillus fermentum,X1,Complete Genome,1891,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_041545465.1,Lactococcus lactis,MA5,Complete Genome,2282,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_026802365.1,Enterococcus faecalis,T30,Complete Genome,2932,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_054901215.1,Bifidobacterium longum,DD98,Complete Genome,1789,0,0,,,0,0,0,0,0,E_no_dlt
GCF_000469365.1,Levilactobacillus brevis ATCC 14869 = DSM 20054,ATCC 14869,Scaffold,2427,1,1,392,272.3,1,1,1,1,1,B_SP
GCF_009930955.1,Pediococcus pentosaceus,SRCM102734,Complete Genome,1600,1,1,369,148.3,1,1,1,0,1,A_TM
GCF_013307125.1,Lacticaseibacillus paracasei,Lp02,Complete Genome,2768,1,1,401,200.1,1,1,1,1,1,A_TM
GCF_029961225.1,Limosilactobacillus fermentum,EFEL6800,Complete Genome,1956,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_036324385.1,Leuconostoc mesenteroides,ML2,Complete Genome,1900,1,1,380,134.6,1,1,1,1,1,A_TM
GCF_040267655.1,Bifidobacterium longum,PMC72,Complete Genome,1758,0,0,,,0,0,0,0,0,E_no_dlt
GCF_982553975.1,Latilactobacillus sakei,-,Complete Genome,1792,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_965136155.1,Levilactobacillus brevis,CIP102806T,Contig,2372,1,1,392,272.3,1,1,1,1,1,B_SP
GCF_050492135.1,Enterococcus faecalis,C1551,Complete Genome,2959,1,1,388,178.7,1,1,1,1,0,A_TM
GCF_029223965.1,Limosilactobacillus fermentum,KUFM423,Complete Genome,1915,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_046237615.1,Lactococcus lactis subsp. lactis,303,Complete Genome,2696,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_980650195.1,Leuconostoc citreum,-,Contig,1920,1,1,378,152.3,1,1,1,1,1,A_TM
GCF_014905075.1,Lacticaseibacillus paracasei,NFFJ04,Complete Genome,2933,1,1,385,192.0,1,1,1,1,1,A_TM
GCF_015238595.1,Levilactobacillus brevis,HQ1-1,Chromosome,2445,1,1,392,271.4,1,1,1,1,1,B_SP
GCF_052906905.1,Pediococcus pentosaceus,SLAM_PEP01,Complete Genome,1601,1,1,374,158.5,1,1,1,0,1,B_SP
GCF_036689565.1,Latilactobacillus sakei subsp. sakei,DCF0720,Complete Genome,1993,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_900639605.1,Enterococcus faecium,-,Complete Genome,2899,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_030434115.1,Ligilactobacillus salivarius,SRCM217619,Contig,1809,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_037100215.1,Bifidobacterium longum subsp. longum,DS1566,Complete Genome,2273,0,0,,,0,0,0,0,0,E_no_dlt
GCF_900234345.1,Latilactobacillus sakei,FLEC01,Complete Genome,1849,1,1,383,174.8,1,1,1,1,1,B_SP
GCF_001046835.1,Limosilactobacillus reuteri,IRT,Complete Genome,1848,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_004359915.1,Leuconostoc citreum,TR116,Contig,1784,1,1,378,157.5,1,1,1,1,1,A_TM
GCF_019844055.1,Pediococcus acidilactici,ZY271,Complete Genome,1638,1,1,382,175.7,1,1,1,0,1,B_SP
GCF_054030945.1,Pediococcus pentosaceus,AFY-9,Complete Genome,1664,1,1,369,148.3,1,1,1,0,1,A_TM
GCF_024272865.1,Latilactobacillus curvatus,ELA214062,Contig,1743,1,1,382,199.4,1,1,1,1,1,C_CYTO
GCF_980644685.1,Latilactobacillus curvatus,-,Contig,1996,1,1,382,199.3,1,1,1,1,1,C_CYTO
GCF_000224965.2,Bifidobacterium animalis subsp. lactis BLC1,BLC1,Complete Genome,1538,0,0,,,0,0,0,0,0,E_no_dlt
GCF_030291755.1,Limosilactobacillus fermentum,RC4,Complete Genome,1837,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_029911905.1,Lactococcus garvieae,ZB-1,Scaffold,1840,1,0,,,0,0,0,0,0,D_dltE_absent
